19.3489593486,-99.2198278221
19.3224865729,-99.2682437023
19.3425814921,-99.24201988
19.3397258056,-99.2561964625
19.3378464865,-99.2193208466
19.3490967904,-99.2025389981
19.3561264044,-99.2027185784
19.3567774691,-99.2098189236
19.3513262149,-99.2109887578
19.3326668921,-99.2685193502
19.3294362534,-99.2375988882
19.3317319779,-99.2524471388
19.3254502678,-99.2572906772
19.3398807837,-99.2421717158
19.3437761026,-99.2289745116
19.3446046104,-99.2227642165
19.3418749907,-99.2205477797
19.3411290676,-99.2296505873
19.3448145573,-99.2155451036
19.3964281393,-99.1998895824
19.3947200884,-99.1989346524
19.3911987908,-99.2082464503
19.3925326353,-99.2049448688
19.3942965371,-99.2170763655
19.3936882906,-99.2124579954
19.3866756233,-99.2163843919
19.3842711616,-99.2042581371
19.3846938054,-99.2094496494
19.3875587171,-99.2121725647
19.3844947876,-99.2009835214
19.3930055505,-99.196627055
19.3877194123,-99.1974532594
19.3867407997,-99.1941636775
19.3917123467,-99.1933016872
19.3786366507,-99.2073168476
19.3709841475,-99.2242300724
19.3744624261,-99.2118083828
19.3714824659,-99.2092456172
19.3558999275,-99.1922922582
19.3494983359,-99.1970928089
19.353652415,-99.1967540581
19.3181843351,-99.2204350208
19.357664883,-99.1753160347
19.3454716708,-99.1922834143
19.3402362229,-99.1978219921
19.3352376058,-99.2037944402
19.3951295011,-99.2185873197
19.3803816654,-99.2354753211
19.3795922085,-99.240532958
19.3794514656,-99.239168836
19.3820246834,-99.236760856
19.3788532807,-99.2372821392
19.3783224207,-99.2442516855
19.3849535677,-99.229815961
19.3891208912,-99.222552384
19.3882984999,-99.2196183552
19.3851613947,-99.2287637125
19.3902908451,-99.2297781881
19.3854314128,-99.2230847907
19.3832990639,-99.2244463082
19.3820459554,-99.227379173
19.3816184954,-99.2241672165
19.3710403757,-99.2399972125
19.3775811319,-99.2229889576
19.3664891243,-99.2263491483
19.3669199524,-99.2424289953
19.3605192124,-99.2472228174
19.3639628144,-99.2430293134
19.3547686285,-99.2570912201
19.3553131408,-99.2507657916
19.3548628273,-99.2591646501
19.3585388383,-99.2542254674
19.35187748,-99.2389163772
19.3508526034,-99.242608186
19.3559113787,-99.2444725568
19.34676665,-99.2446843291
19.3555537367,-99.2425129482
19.3603418034,-99.2401739204
19.3476698786,-99.2545227505
19.3634075542,-99.2269614335
19.3634760586,-99.220743371
19.3588582508,-99.2251033768
19.3575534578,-99.2379265473
19.3586134576,-99.2276121299
19.3541000462,-99.2362397381
19.3558589143,-99.2342210804
19.3611052762,-99.2216361016
19.3749982919,-99.2342019087
