19.3944351,-99.212948,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,31/12/2021,11:00:00 p. m.,RIO TACUBAYA
19.3934102,-99.210506,ROBO A NEGOCIO CON VIOLENCIA,01/01/2022,11:25:00 a. m.,RIO SANTO DOMINGO
19.3665506,-99.248134,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,01/01/2021,06:50:00 p. m.,CHAVARRILLO
19.3954045,-99.20283,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,01/01/2022,08:30:00 p. m.,MINA DOLORES
19.3597643,-99.2474,HOMICIDIO POR ARMA BLANCA,01/01/2022,02:00:00 a. m.,SAN ANTONIO
19.3808309,-99.242695,VIOLACION,01/01/2022,05:30:00 p. m.,PORFIRIO DIAZ
19.3869887,-99.217062,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,03/01/2022,08:30:00 p. m.,AVENIDA CAMINO REAL A SANTA FE
19.3832978,-99.215272,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,03/01/2022,09:50:00 p. m.,PRINCIPAL
19.3663897,-99.204595,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,04/01/2022,10:15:00 p. m.,CIRCUITO CUATRO
19.4000979,-99.208947,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,31/12/2021,11:00:00 a. m.,TULA
19.3512955,-99.218249,ROBO A NEGOCIO CON VIOLENCIA,04/01/2021,03:20:00 a. m.,CALZADA DE LAS AGUILAS
19.323052,-99.263059,ROBO DE MOTOCICLETA SIN VIOLENCIA,04/01/2022,12:00:00 a. m.,VICENTE GUERREO
19.3894975,-99.211691,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2022,09:40:00 a. m.,AUSTRIACOS
19.3896918,-99.191986,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2022,11:40:00 a. m.,CALLE 10
19.3801328,-99.25166,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,05/01/2022,01:15:00 p. m.,PASEO DE LA REFORMA NUMERO 169
19.3762831,-99.218,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2022,11:45:00 a. m.,GRULLAS
19.3693176,-99.222288,VIOLACION EQUIPARADA,02/12/2021,10:00:00 p. m.,35
19.3837444,-99.191873,ROBO DE MOTOCICLETA SIN VIOLENCIA,05/01/2022,04:30:00 p. m.,"AVENIDA RIO BECERRA,"
19.3824854,-99.199826,ROBO A TRANSEUNTE A BORDO DE TAXI PÚBLICO Y PRIVADO CON VIOLENCIA,06/01/2022,10:15:00 a. m.,SAN ANTONIO
19.3780532,-99.192405,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,06/01/2022,02:20:00 a. m.,CHILPA
19.3587313,-99.219918,ROBO DE MOTOCICLETA SIN VIOLENCIA,05/01/2022,06:05:00 p. m.,PROLONGACION AVENIDA 5 DE MAYO
19.3311387,-99.21033,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,05/01/2022,02:30:00 p. m.,PERIFERICO SUR ADOLFO RUIZ CORTINES
19.3755477,-99.205031,ROBO A CASA HABITACION CON VIOLENCIA,27/11/2021,11:00:00 a. m.,CALLE 7
19.3622676,-99.212531,ROBO DE MOTOCICLETA SIN VIOLENCIA,05/01/2022,07:00:00 a. m.,AV 5 DE MAYO
19.382469,-99.19975,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,07/01/2022,09:20:00 p. m.,SAN ANTONIO
19.3800765,-99.243761,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,03/01/2022,03:00:00 p. m.,AVENIDA VASCO DE QUIRGA
19.3542369,-99.258074,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,07/01/2022,08:00:00 a. m.,CALLE DESIERTO DE SIRIA
19.3795954,-99.222121,ROBO A REPARTIDOR CON VIOLENCIA,03/01/2022,06:30:00 p. m.,CARRANZA
19.3927516,-99.190294,ROBO A REPARTIDOR CON VIOLENCIA,07/01/2022,03:25:00 p. m.,CALE FERROCARRIL DE CUERNAVACA
19.3442729,-99.185784,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,08/01/2022,09:00:00 a. m.,CALLE DEL SECRETO
19.376939,-99.219522,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,08/01/2022,05:30:00 p. m.,AVILA CAMACHO
19.381653,-99.199581,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,09/01/2022,10:00:00 p. m.,AVENIDA RIO BECERRA SIN NUMERO CASI ESQUINA CON ALTA TENSION
19.3526255,-99.241058,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,07/01/2022,03:00:00 p. m.,TECOLCOTLA FRENTE AL NUMERO 33
19.3560356,-99.251548,HOMICIDIO POR ARMA BLANCA,09/01/2022,02:00:00 a. m.,RIO MIXCOAC
19.3233432,-99.257984,ROBO DE MOTOCICLETA CON VIOLENCIA,09/01/2022,09:16:00 p. m.,AV. MEXICO 68
19.3678704,-99.263236,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA,11/01/2022,12:00:00 p. m.,VASCO DE QUIROGA
19.3681093,-99.207602,ROBO DE MOTOCICLETA SIN VIOLENCIA,18/12/2021,09:00:00 a. m.,RIO MIXCOAC
19.3305326,-99.288541,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,17/12/2021,09:00:00 p. m.,PROLONGACION PROGRESO
19.3860012,-99.214968,VIOLACION,07/01/2022,06:00:00 a. m.,NO ESPECIFICAN LAS CALLES
19.3554511,-99.196114,VIOLACION EQUIPARADA,01/06/2020,04:00:00 a. m.,FRANCISCO I MADERO
19.3671032,-99.257748,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,12/01/2021,09:10:00 a. m.,JAVIER BARROS SIERRA
19.3613489,-99.23585,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,07/01/2022,03:00:00 p. m.,JARIBU
19.3419003,-99.199192,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,10/01/2022,07:00:00 p. m.,HIDALGO
19.366484,-99.204826,ROBO DE MOTOCICLETA SIN VIOLENCIA,11/01/2022,03:00:00 a. m.,CENTENARIO
19.3938675,-99.209884,ROBO A NEGOCIO CON VIOLENCIA,13/01/2022,05:40:00 p. m.,RIO SANTO DOMINGO
19.379974,-99.226759,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,13/01/2022,10:05:00 p. m.,GUSTAVO DIAZ ORDAZ
19.3844615,-99.226501,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,10/01/2022,07:00:00 p. m.,PASO REAL
19.3752261,-99.212874,ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA,15/01/2021,11:15:00 a. m.,AVENIDA PADRE HIDALGO
19.3064606,-99.208386,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA,14/01/2022,10:10:00 a. m.,PEROFRICO SUR
