19.3623259,-99.182664,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,29/12/2022,01:30:00 a. m.,AVENIDA INSURGENTES SUR
19.3164047,-99.297073,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,27/11/2022,03:00:00 p. m.,PARQUE DE LOS LEONES
19.3504223,-99.186395,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO SIN VIOLENCIA,27/12/2022,07:35:00 a. m.,VITO ALESSIO ROBLES
19.361135,-99.189301,ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA,24/12/2022,12:20:00 p. m.,REVOLUCION
19.3276893,-99.25463,ROBO A REPARTIDOR CON VIOLENCIA,02/01/2022,07:00:00 p. m.,VICENTE GUERERO
19.3773295,-99.223187,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,02/01/2023,11:05:00 p. m.,BENITO JUAREZ
19.3379104,-99.219427,ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA,02/01/2023,02:25:00 a. m.,GLACIAR
19.3324898,-99.209029,ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA,03/01/2023,05:20:00 a. m.,POPOTLA
19.399252,-99.194561,ROBO DE MOTOCICLETA SIN VIOLENCIA,02/01/2023,04:00:00 p. m.,AVENIDA RIO TACUBAYA
19.3102733,-99.218275,ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA,31/12/2022,09:50:00 a. m.,BOULEVARD ADOLFO RUIZ CORTINEZ
19.3659818,-99.23739,ROBO A REPARTIDOR CON VIOLENCIA,31/12/2022,01:25:00 p. m.,SAUCES
19.3979249,-99.217029,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,04/01/2023,08:15:00 a. m.,CONSTITUYENTES
19.3884274,-99.202033,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,03/01/2023,11:20:00 p. m.,ROQUE VELAZCO
19.3232046,-99.261359,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,03/01/2023,11:50:00 p. m.,ORQUIDEA
19.3893969,-99.211148,HOMICIDIO POR ARMA DE FUEGO,05/01/2023,07:55:00 p. m.,ALEMANES
19.3132561,-99.270706,ROBO A REPARTIDOR CON VIOLENCIA,03/01/2023,01:00:00 p. m.,CEREZO
19.3938169,-99.200256,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2023,09:32:00 a. m.,LOS POSTES
19.3608835,-99.251692,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,29/11/2022,07:00:00 p. m.,AVENDIA TAMAULIPAS
19.3608102,-99.197112,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,02/01/2023,09:50:00 p. m.,CALZADA DE LOS LEONES
19.3770507,-99.245224,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,06/12/2022,09:00:00 a. m.,ANDADOR ESTRAGÓN
19.3696946,-99.222931,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2023,11:00:00 a. m.,36
19.3315067,-99.208866,ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA,05/01/2023,01:30:00 p. m.,SAN JERONIMO
